"TIME","GEO","NA_ITEM","PPP_CAT","Value"
"2013","Finland","Price level indices (EU28=100)","Food","124.5"
"2013","Finland","Price level indices (EU28=100)","Bread and cereals","138.9"
"2013","Finland","Price level indices (EU27_2019=100)","Gross domestic product","125.5"
"2013","Finland","Price level indices (EU27_2019=100)","Actual individual consumption","127.7"
"2013","Finland","Price level indices (EU27_2019=100)","Food and non-alcoholic beverages","124.0"
"2013","Finland","Price level indices (EU27_2019=100)","Food","124.3"
"2013","Finland","Price level indices (EU27_2019=100)","Bread and cereals","136.1"
"2013","Finland","Price level indices (EU27=100)","Gross domestic product","123.0"
"2013","Finland","Price level indices (EU27=100)","Actual individual consumption","123.8"
"2013","Finland","Price level indices (EU27=100)","Food and non-alcoholic beverages","123.8"
"2013","Finland","Price level indices (EU27=100)","Food","124.4"
"2013","Finland","Price level indices (EU27=100)","Bread and cereals","138.9"
"2013","Finland","Price level indices (EU15=100)","Gross domestic product","115.7"
"2013","Finland","Price level indices (EU15=100)","Actual individual consumption","115.7"
"2013","Finland","Price level indices (EU15=100)","Food and non-alcoholic beverages","116.5"
"2013","Finland","Price level indices (EU15=100)","Food","116.6"
"2013","Finland","Price level indices (EU15=100)","Bread and cereals","130.9"
"2013","Finland","Nominal expenditure in national currency","Gross domestic product","204,321"
"2013","Finland","Nominal expenditure in national currency","Actual individual consumption","143,258"
"2013","Finland","Nominal expenditure in national currency","Food and non-alcoholic beverages","13,356"
"2013","Finland","Nominal expenditure in national currency","Food","12,158"
"2013","Finland","Nominal expenditure in national currency","Bread and cereals","2,003"
"2013","Finland","Nominal expenditure as a percentage of GDP (GDP=100)","Gross domestic product","100.0"
"2013","Finland","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","70.1"
"2013","Finland","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","6.5"
"2013","Finland","Nominal expenditure as a percentage of GDP (GDP=100)","Food","6.0"
"2013","Finland","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.0"
"2013","Finland","Nominal expenditure (in euro)","Gross domestic product","204,321"
"2013","Finland","Nominal expenditure (in euro)","Actual individual consumption","143,258"
"2013","Finland","Nominal expenditure (in euro)","Food and non-alcoholic beverages","13,356"
"2013","Finland","Nominal expenditure (in euro)","Food","12,158"
"2013","Finland","Nominal expenditure (in euro)","Bread and cereals","2,003"
"2013","Finland","Nominal expenditure per inhabitant (in euro)","Gross domestic product","37,566"
"2013","Finland","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","26,339"
"2013","Finland","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","2,456"
"2013","Finland","Nominal expenditure per inhabitant (in euro)","Food","2,235"
"2013","Finland","Nominal expenditure per inhabitant (in euro)","Bread and cereals","368"
"2013","Finland","Real expenditure (in PPS_EU28)","Gross domestic product","165,827"
"2013","Finland","Real expenditure (in PPS_EU28)","Actual individual consumption","115,534"
"2013","Finland","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","10,785"
"2013","Finland","Real expenditure (in PPS_EU28)","Food","9,768"
"2013","Finland","Real expenditure (in PPS_EU28)","Bread and cereals","1,442"
"2013","Finland","Real expenditure (in PPS_EU27_2019)","Gross domestic product","161,999"
"2013","Finland","Real expenditure (in PPS_EU27_2019)","Actual individual consumption","113,469"
"2013","Finland","Real expenditure (in PPS_EU27_2019)","Food and non-alcoholic beverages","10,898"
"2013","Finland","Real expenditure (in PPS_EU27_2019)","Food","9,893"
"2013","Finland","Real expenditure (in PPS_EU27_2019)","Bread and cereals","1,489"
"2013","Finland","Real expenditure (in PPS_EU27)","Gross domestic product","166,126"
"2013","Finland","Real expenditure (in PPS_EU27)","Actual individual consumption","115,747"
"2013","Finland","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","10,790"
"2013","Finland","Real expenditure (in PPS_EU27)","Food","9,774"
"2013","Finland","Real expenditure (in PPS_EU27)","Bread and cereals","1,442"
"2013","Finland","Real expenditure (in PPS_EU15)","Gross domestic product","176,524"
"2013","Finland","Real expenditure (in PPS_EU15)","Actual individual consumption","123,858"
"2013","Finland","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","11,463"
"2013","Finland","Real expenditure (in PPS_EU15)","Food","10,431"
"2013","Finland","Real expenditure (in PPS_EU15)","Bread and cereals","1,530"
"2013","Finland","Real expenditure per capita (in PPS_EU28)","Gross domestic product","30,500"
"2013","Finland","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","21,200"
"2013","Finland","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","2,000"
"2013","Finland","Real expenditure per capita (in PPS_EU28)","Food","1,800"
"2013","Finland","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300"
"2013","Finland","Real expenditure per capita (in PPS_EU27_2019)","Gross domestic product","29,800"
"2013","Finland","Real expenditure per capita (in PPS_EU27_2019)","Actual individual consumption","20,900"
"2013","Finland","Real expenditure per capita (in PPS_EU27_2019)","Food and non-alcoholic beverages","2,000"
"2013","Finland","Real expenditure per capita (in PPS_EU27_2019)","Food","1,800"
"2013","Finland","Real expenditure per capita (in PPS_EU27_2019)","Bread and cereals","300"
"2013","Finland","Real expenditure per capita (in PPS_EU27)","Gross domestic product","30,500"
"2013","Finland","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","21,300"
"2013","Finland","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","2,000"
"2013","Finland","Real expenditure per capita (in PPS_EU27)","Food","1,800"
"2013","Finland","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300"
"2013","Finland","Real expenditure per capita (in PPS_EU15)","Gross domestic product","32,500"
"2013","Finland","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","22,800"
"2013","Finland","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","2,100"
"2013","Finland","Real expenditure per capita (in PPS_EU15)","Food","1,900"
"2013","Finland","Real expenditure per capita (in PPS_EU15)","Bread and cereals","300"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross domestic product","114"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","113"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","106"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","106"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","85"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Gross domestic product","115"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Actual individual consumption","117"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food and non-alcoholic beverages","107"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food","106"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Bread and cereals","85"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross domestic product","113"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","113"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","106"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","106"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","85"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross domestic product","104"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","104"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","103"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","103"
"2013","Finland","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","80"
"2013","Sweden","Purchasing power parities (EU28=1)","Gross domestic product","11.7009"
"2013","Sweden","Purchasing power parities (EU28=1)","Actual individual consumption","12.1495"
"2013","Sweden","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","10.7750"
"2013","Sweden","Purchasing power parities (EU28=1)","Food","10.8194"
"2013","Sweden","Purchasing power parities (EU28=1)","Bread and cereals","11.8423"
"2013","Sweden","Purchasing power parities (EU27_2019=1)","Gross domestic product","11.9193"
"2013","Sweden","Purchasing power parities (EU27_2019=1)","Actual individual consumption","12.5149"
"2013","Sweden","Purchasing power parities (EU27_2019=1)","Food and non-alcoholic beverages","10.7883"
"2013","Sweden","Purchasing power parities (EU27_2019=1)","Food","10.8086"
"2013","Sweden","Purchasing power parities (EU27_2019=1)","Bread and cereals","11.6043"
"2013","Sweden","Purchasing power parities (EU27=1)","Gross domestic product","11.6799"
"2013","Sweden","Purchasing power parities (EU27=1)","Actual individual consumption","12.1272"
"2013","Sweden","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","10.7695"
"2013","Sweden","Purchasing power parities (EU27=1)","Food","10.8131"
"2013","Sweden","Purchasing power parities (EU27=1)","Bread and cereals","11.8389"
"2013","Sweden","Purchasing power parities (EU15=1)","Gross domestic product","10.9919"
"2013","Sweden","Purchasing power parities (EU15=1)","Actual individual consumption","11.3329"
"2013","Sweden","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","10.1373"
"2013","Sweden","Purchasing power parities (EU15=1)","Food","10.1323"
"2013","Sweden","Purchasing power parities (EU15=1)","Bread and cereals","11.1634"
"2013","Sweden","Price level indices (EU28=100)","Gross domestic product","135.2"
"2013","Sweden","Price level indices (EU28=100)","Actual individual consumption","140.4"
"2013","Sweden","Price level indices (EU28=100)","Food and non-alcoholic beverages","124.5"
"2013","Sweden","Price level indices (EU28=100)","Food","125.1"
"2013","Sweden","Price level indices (EU28=100)","Bread and cereals","136.9"
"2013","Sweden","Price level indices (EU27_2019=100)","Gross domestic product","137.8"
"2013","Sweden","Price level indices (EU27_2019=100)","Actual individual consumption","144.7"
"2013","Sweden","Price level indices (EU27_2019=100)","Food and non-alcoholic beverages","124.7"
"2013","Sweden","Price level indices (EU27_2019=100)","Food","124.9"
"2013","Sweden","Price level indices (EU27_2019=100)","Bread and cereals","134.1"
"2013","Sweden","Price level indices (EU27=100)","Gross domestic product","135.0"
"2013","Sweden","Price level indices (EU27=100)","Actual individual consumption","140.2"
"2013","Sweden","Price level indices (EU27=100)","Food and non-alcoholic beverages","124.5"
"2013","Sweden","Price level indices (EU27=100)","Food","125.0"
"2013","Sweden","Price level indices (EU27=100)","Bread and cereals","136.8"
"2013","Sweden","Price level indices (EU15=100)","Gross domestic product","127.1"
"2013","Sweden","Price level indices (EU15=100)","Actual individual consumption","131.0"
"2013","Sweden","Price level indices (EU15=100)","Food and non-alcoholic beverages","117.2"
"2013","Sweden","Price level indices (EU15=100)","Food","117.1"
"2013","Sweden","Price level indices (EU15=100)","Bread and cereals","129.0"
"2013","Sweden","Nominal expenditure in national currency","Gross domestic product","3,808,314"
"2013","Sweden","Nominal expenditure in national currency","Actual individual consumption","2,500,437"
"2013","Sweden","Nominal expenditure in national currency","Food and non-alcoholic beverages","213,821"
"2013","Sweden","Nominal expenditure in national currency","Food","191,966"
"2013","Sweden","Nominal expenditure in national currency","Bread and cereals","31,058"
"2013","Sweden","Nominal expenditure as a percentage of GDP (GDP=100)","Gross domestic product","100.0"
"2013","Sweden","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","65.7"
"2013","Sweden","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","5.6"
"2013","Sweden","Nominal expenditure as a percentage of GDP (GDP=100)","Food","5.0"
"2013","Sweden","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","0.8"
"2013","Sweden","Nominal expenditure (in euro)","Gross domestic product","440,191"
"2013","Sweden","Nominal expenditure (in euro)","Actual individual consumption","289,018"
"2013","Sweden","Nominal expenditure (in euro)","Food and non-alcoholic beverages","24,715"
"2013","Sweden","Nominal expenditure (in euro)","Food","22,189"
"2013","Sweden","Nominal expenditure (in euro)","Bread and cereals","3,590"
"2013","Sweden","Nominal expenditure per inhabitant (in euro)","Gross domestic product","45,851"
"2013","Sweden","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","30,105"
"2013","Sweden","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","2,574"
"2013","Sweden","Nominal expenditure per inhabitant (in euro)","Food","2,311"
"2013","Sweden","Nominal expenditure per inhabitant (in euro)","Bread and cereals","374"
"2013","Sweden","Real expenditure (in PPS_EU28)","Gross domestic product","325,473"
"2013","Sweden","Real expenditure (in PPS_EU28)","Actual individual consumption","205,806"
"2013","Sweden","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","19,844"
"2013","Sweden","Real expenditure (in PPS_EU28)","Food","17,743"
"2013","Sweden","Real expenditure (in PPS_EU28)","Bread and cereals","2,623"
"2013","Sweden","Real expenditure (in PPS_EU27_2019)","Gross domestic product","316,611"
"2013","Sweden","Real expenditure (in PPS_EU27_2019)","Actual individual consumption","197,294"
"2013","Sweden","Real expenditure (in PPS_EU27_2019)","Food and non-alcoholic beverages","19,573"
"2013","Sweden","Real expenditure (in PPS_EU27_2019)","Food","17,539"
"2013","Sweden","Real expenditure (in PPS_EU27_2019)","Bread and cereals","2,643"
"2013","Sweden","Real expenditure (in PPS_EU27)","Gross domestic product","326,058"
"2013","Sweden","Real expenditure (in PPS_EU27)","Actual individual consumption","206,185"
"2013","Sweden","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","19,854"
"2013","Sweden","Real expenditure (in PPS_EU27)","Food","17,753"
"2013","Sweden","Real expenditure (in PPS_EU27)","Bread and cereals","2,623"
"2013","Sweden","Real expenditure (in PPS_EU15)","Gross domestic product","346,467"
"2013","Sweden","Real expenditure (in PPS_EU15)","Actual individual consumption","220,634"
"2013","Sweden","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","21,093"
"2013","Sweden","Real expenditure (in PPS_EU15)","Food","18,946"
"2013","Sweden","Real expenditure (in PPS_EU15)","Bread and cereals","2,782"
"2013","Sweden","Real expenditure per capita (in PPS_EU28)","Gross domestic product","33,900"
"2013","Sweden","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","21,400"
"2013","Sweden","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","2,100"
"2013","Sweden","Real expenditure per capita (in PPS_EU28)","Food","1,800"
"2013","Sweden","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300"
"2013","Sweden","Real expenditure per capita (in PPS_EU27_2019)","Gross domestic product","33,000"
"2013","Sweden","Real expenditure per capita (in PPS_EU27_2019)","Actual individual consumption","20,600"
"2013","Sweden","Real expenditure per capita (in PPS_EU27_2019)","Food and non-alcoholic beverages","2,000"
"2013","Sweden","Real expenditure per capita (in PPS_EU27_2019)","Food","1,800"
"2013","Sweden","Real expenditure per capita (in PPS_EU27_2019)","Bread and cereals","300"
"2013","Sweden","Real expenditure per capita (in PPS_EU27)","Gross domestic product","34,000"
"2013","Sweden","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","21,500"
"2013","Sweden","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","2,100"
"2013","Sweden","Real expenditure per capita (in PPS_EU27)","Food","1,800"
"2013","Sweden","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300"
"2013","Sweden","Real expenditure per capita (in PPS_EU15)","Gross domestic product","36,100"
"2013","Sweden","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","23,000"
"2013","Sweden","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","2,200"
"2013","Sweden","Real expenditure per capita (in PPS_EU15)","Food","2,000"
"2013","Sweden","Real expenditure per capita (in PPS_EU15)","Bread and cereals","300"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross domestic product","126"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","114"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","111"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","109"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","87"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Gross domestic product","127"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Actual individual consumption","115"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food and non-alcoholic beverages","109"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food","107"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Bread and cereals","86"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross domestic product","126"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","114"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","111"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","109"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","87"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross domestic product","116"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","105"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","108"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","106"
"2013","Sweden","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","82"
"2013","United Kingdom","Purchasing power parities (EU28=1)","Gross domestic product","0.946187"
"2013","United Kingdom","Purchasing power parities (EU28=1)","Actual individual consumption","0.993797"
"2013","United Kingdom","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","0.856869"
"2013","United Kingdom","Purchasing power parities (EU28=1)","Food","0.843029"
"2013","United Kingdom","Purchasing power parities (EU28=1)","Bread and cereals","0.726495"
"2013","United Kingdom","Purchasing power parities (EU27_2019=1)","Gross domestic product","0.963847"
"2013","United Kingdom","Purchasing power parities (EU27_2019=1)","Actual individual consumption","1.02369"
"2013","United Kingdom","Purchasing power parities (EU27_2019=1)","Food and non-alcoholic beverages","0.857930"
"2013","United Kingdom","Purchasing power parities (EU27_2019=1)","Food","0.842187"
"2013","United Kingdom","Purchasing power parities (EU27_2019=1)","Bread and cereals","0.711898"
"2013","United Kingdom","Purchasing power parities (EU27=1)","Gross domestic product","0.944487"
"2013","United Kingdom","Purchasing power parities (EU27=1)","Actual individual consumption","0.991973"
"2013","United Kingdom","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","0.856431"
"2013","United Kingdom","Purchasing power parities (EU27=1)","Food","0.842539"
"2013","United Kingdom","Purchasing power parities (EU27=1)","Bread and cereals","0.726285"
"2013","United Kingdom","Purchasing power parities (EU15=1)","Gross domestic product","0.888852"
"2013","United Kingdom","Purchasing power parities (EU15=1)","Actual individual consumption","0.927008"
"2013","United Kingdom","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","0.806158"
"2013","United Kingdom","Purchasing power parities (EU15=1)","Food","0.789491"
"2013","United Kingdom","Purchasing power parities (EU15=1)","Bread and cereals","0.684847"
"2013","United Kingdom","Price level indices (EU28=100)","Gross domestic product","111.4"
"2013","United Kingdom","Price level indices (EU28=100)","Actual individual consumption","117.0"
"2013","United Kingdom","Price level indices (EU28=100)","Food and non-alcoholic beverages","100.9"
"2013","United Kingdom","Price level indices (EU28=100)","Food","99.3"
"2013","United Kingdom","Price level indices (EU28=100)","Bread and cereals","85.5"
"2013","United Kingdom","Price level indices (EU27_2019=100)","Gross domestic product","113.5"
"2013","United Kingdom","Price level indices (EU27_2019=100)","Actual individual consumption","120.5"
"2013","United Kingdom","Price level indices (EU27_2019=100)","Food and non-alcoholic beverages","101.0"
"2013","United Kingdom","Price level indices (EU27_2019=100)","Food","99.2"
"2013","United Kingdom","Price level indices (EU27_2019=100)","Bread and cereals","83.8"
"2013","United Kingdom","Price level indices (EU27=100)","Gross domestic product","111.2"
"2013","United Kingdom","Price level indices (EU27=100)","Actual individual consumption","116.8"
"2013","United Kingdom","Price level indices (EU27=100)","Food and non-alcoholic beverages","100.8"
"2013","United Kingdom","Price level indices (EU27=100)","Food","99.2"
"2013","United Kingdom","Price level indices (EU27=100)","Bread and cereals","85.5"
"2013","United Kingdom","Price level indices (EU15=100)","Gross domestic product","104.7"
"2013","United Kingdom","Price level indices (EU15=100)","Actual individual consumption","109.2"
"2013","United Kingdom","Price level indices (EU15=100)","Food and non-alcoholic beverages","94.9"
"2013","United Kingdom","Price level indices (EU15=100)","Food","93.0"
"2013","United Kingdom","Price level indices (EU15=100)","Bread and cereals","80.6"
"2013","United Kingdom","Nominal expenditure in national currency","Gross domestic product","1,782,109"
"2013","United Kingdom","Nominal expenditure in national currency","Actual individual consumption","1,384,792"
"2013","United Kingdom","Nominal expenditure in national currency","Food and non-alcoholic beverages","98,302"
"2013","United Kingdom","Nominal expenditure in national currency","Food","86,687"
"2013","United Kingdom","Nominal expenditure in national currency","Bread and cereals","14,327"
"2013","United Kingdom","Nominal expenditure as a percentage of GDP (GDP=100)","Gross domestic product","100.0"
"2013","United Kingdom","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","77.7"
"2013","United Kingdom","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","5.5"
"2013","United Kingdom","Nominal expenditure as a percentage of GDP (GDP=100)","Food","4.9"
"2013","United Kingdom","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","0.8"
"2013","United Kingdom","Nominal expenditure (in euro)","Gross domestic product","2,098,426"
"2013","United Kingdom","Nominal expenditure (in euro)","Actual individual consumption","1,630,587"
"2013","United Kingdom","Nominal expenditure (in euro)","Food and non-alcoholic beverages","115,751"
"2013","United Kingdom","Nominal expenditure (in euro)","Food","102,074"
"2013","United Kingdom","Nominal expenditure (in euro)","Bread and cereals","16,870"
"2013","United Kingdom","Nominal expenditure per inhabitant (in euro)","Gross domestic product","32,734"
"2013","United Kingdom","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","25,436"
"2013","United Kingdom","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,806"
"2013","United Kingdom","Nominal expenditure per inhabitant (in euro)","Food","1,592"
"2013","United Kingdom","Nominal expenditure per inhabitant (in euro)","Bread and cereals","263"
"2013","United Kingdom","Real expenditure (in PPS_EU28)","Gross domestic product","1,883,465"
"2013","United Kingdom","Real expenditure (in PPS_EU28)","Actual individual consumption","1,393,435"
"2013","United Kingdom","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","114,723"
"2013","United Kingdom","Real expenditure (in PPS_EU28)","Food","102,828"
"2013","United Kingdom","Real expenditure (in PPS_EU28)","Bread and cereals","19,720"
"2013","United Kingdom","Real expenditure (in PPS_EU27_2019)","Gross domestic product","1,827,333"
"2013","United Kingdom","Real expenditure (in PPS_EU27_2019)","Actual individual consumption","1,342,878"
"2013","United Kingdom","Real expenditure (in PPS_EU27_2019)","Food and non-alcoholic beverages","113,754"
"2013","United Kingdom","Real expenditure (in PPS_EU27_2019)","Food","102,189"
"2013","United Kingdom","Real expenditure (in PPS_EU27_2019)","Bread and cereals","19,976"
"2013","United Kingdom","Real expenditure (in PPS_EU27)","Gross domestic product","1,886,853"
"2013","United Kingdom","Real expenditure (in PPS_EU27)","Actual individual consumption","1,395,997"
"2013","United Kingdom","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","114,781"
"2013","United Kingdom","Real expenditure (in PPS_EU27)","Food","102,888"
"2013","United Kingdom","Real expenditure (in PPS_EU27)","Bread and cereals","19,726"
"2013","United Kingdom","Real expenditure (in PPS_EU15)","Gross domestic product","2,004,956"
"2013","United Kingdom","Real expenditure (in PPS_EU15)","Actual individual consumption","1,493,830"
"2013","United Kingdom","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","121,939"
"2013","United Kingdom","Real expenditure (in PPS_EU15)","Food","109,802"
"2013","United Kingdom","Real expenditure (in PPS_EU15)","Bread and cereals","20,920"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU28)","Gross domestic product","29,400"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","21,700"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,800"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU28)","Food","1,600"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27_2019)","Gross domestic product","28,500"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27_2019)","Actual individual consumption","20,900"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27_2019)","Food and non-alcoholic beverages","1,800"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27_2019)","Food","1,600"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27_2019)","Bread and cereals","300"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27)","Gross domestic product","29,400"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","21,800"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,800"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27)","Food","1,600"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU15)","Gross domestic product","31,300"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","23,300"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,900"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU15)","Food","1,700"
"2013","United Kingdom","Real expenditure per capita (in PPS_EU15)","Bread and cereals","300"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross domestic product","109"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","116"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","96"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","95"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","98"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Gross domestic product","110"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Actual individual consumption","117"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food and non-alcoholic beverages","95"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Food","93"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27_2019=100)","Bread and cereals","97"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross domestic product","109"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","115"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","96"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","95"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","98"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross domestic product","100"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","107"
"2013","United Kingdom","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","93"
