Page ID,Page Name,Disclaimer,Amount Spent (SEK),Number of Ads in Library
1040981959292056,StyRa Solskydd,These ads ran without a disclaimer,≤100,1
103758228045953,Art for Sale,These ads ran without a disclaimer,≤100,1
125187578005,Groupe Renault | Electric,These ads ran without a disclaimer,≤100,1
196338847558789,The Bam & Boo Toothbrush,These ads ran without a disclaimer,≤100,6
203637546893468,Medborgerlig Samling Järfälla,These ads ran without a disclaimer,≤100,1
110259559044995,Jämtlands läns SSU-distrikt,Jämtlands läns SSU-distrikt,≤100,1
100521645090115,King Of Clothes,These ads ran without a disclaimer,≤100,12
265168566881471,Solna Folkets Hus,These ads ran without a disclaimer,≤100,1
427877947756589,Third Edit,These ads ran without a disclaimer,≤100,1
673585449353651,Moderaterna i Nynäshamn,These ads ran without a disclaimer,≤100,1
247459801957107,Global Partnership for Education,These ads ran without a disclaimer,≤100,1
1888275571488581,Bruderhof-Arabic,These ads ran without a disclaimer,≤100,3
1511979109026285,Socialdemokrater i Ullerud Forshaga,These ads ran without a disclaimer,≤100,1
114266473297794,Smyle,These ads ran without a disclaimer,≤100,14
313671265509,Tankesmedjan Tiden,These ads ran without a disclaimer,≤100,3
0,Instagram User 8506420902,These ads ran without a disclaimer,≤100,1
704401633102350,Roshan Panjwani Photography,These ads ran without a disclaimer,≤100,2
492463174241151,Bar Grön - Göteborg,These ads ran without a disclaimer,≤100,1
476339942442966,NVS Bevakning AB,Peter Holmström,≤100,1
170549492976243,Golfeen,These ads ran without a disclaimer,≤100,2
503839819776804,Moderaterna i Oxelösund,These ads ran without a disclaimer,≤100,1
243417232358809,Teater Scratch,These ads ran without a disclaimer,≤100,1
325198544201108,Miljöpartiet de Gröna i Skövde,Miljöpartiet de gröna i Skaraborg,≤100,1
379715278829731,Vänsterpartiet Biskopsgården-Torslanda,Patrik Helgeson,≤100,1
1795584907319840,Hampus Degramo Moderaterna,These ads ran without a disclaimer,≤100,2
592886330798732,Liberalerna i Vallentuna,Jessica Johnson,≤100,2
714091708663010,Vänsterpartiet Birka-Vasa,These ads ran without a disclaimer,≤100,2
0,Instagram User 4262351505,These ads ran without a disclaimer,≤100,1
449270825108459,Quality Hotel Sundsvall,These ads ran without a disclaimer,≤100,1
100931465136615,Samtal om framtiden,Alexander Losjö Dahlström,≤100,1
817669424990264,Liberalerna Lycksele,These ads ran without a disclaimer,≤100,2
147453445283414,Svensk Cykling,These ads ran without a disclaimer,≤100,1
118456611506982,Ekonomiska museet,These ads ran without a disclaimer,≤100,1
131257053599743,AMF,These ads ran without a disclaimer,≤100,1
266598556789739,Bromma Socialdemokrater,Bromma Socialdemokrater,≤100,1
339629226151583,Sverigedemokraterna Eslöv,These ads ran without a disclaimer,≤100,2
312256486026496,Helena Bjälkemo,These ads ran without a disclaimer,≤100,2
306361272775701,Vänsterpartiet Sandviken,These ads ran without a disclaimer,≤100,1
1748021882187764,24Trelleborg.se,These ads ran without a disclaimer,≤100,2
2111813332366534,Pargaard,These ads ran without a disclaimer,≤100,1
600798373641692,Liberala kvinnor i Kalmar län,These ads ran without a disclaimer,≤100,1
335198210457844,Starkare tillsammans,These ads ran without a disclaimer,≤100,1
111216133617186,People by PostNord,These ads ran without a disclaimer,≤100,2
187832004591985,LO-distriktet i Småland och Blekinge,Patrik Långberg,≤100,3
825617804186159,Ica Nära Finnboda,These ads ran without a disclaimer,≤100,2
109829520756552,Rekokassan - Tjäna pengar till klassen eller laget,These ads ran without a disclaimer,≤100,1
103296137773850,Rättighetscentrum Halland,These ads ran without a disclaimer,≤100,1
2129373357153628,Last night in South America,These ads ran without a disclaimer,≤100,1
100480051845788,"Coop, rädda Amazonas och klimatet - sluta sälja brasilianskt kött",These ads ran without a disclaimer,≤100,1
1425375951072505,Mathias Tegnér,These ads ran without a disclaimer,≤100,1
420594604736397,Soheila Fors,These ads ran without a disclaimer,≤100,1
277315466155078,Martina Skowronska,Martina Skowronska,≤100,2
774792785975042,Studieförbundet Vuxenskolan,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,10
1779451685669205,Mårda,These ads ran without a disclaimer,≤100,2
320740731310616,Bögministeriet,These ads ran without a disclaimer,≤100,1
316002512431444,Tech@Facebook,These ads ran without a disclaimer,≤100,2
370774540240197,Segway Ninebot,These ads ran without a disclaimer,≤100,7
104122527780790,Vintrotastic,These ads ran without a disclaimer,≤100,2
110658457315245,Solar LED Stair Lights - Boundery,These ads ran without a disclaimer,≤100,3
101300434785704,Soft Serve Clothing,These ads ran without a disclaimer,≤100,1
337139906920844,Ring Tunes,These ads ran without a disclaimer,≤100,4
379609919171769,Galleri Anders,These ads ran without a disclaimer,≤100,1
226100820835641,Kristen Bell,These ads ran without a disclaimer,≤100,2
112070352459494,خبير  التداول,These ads ran without a disclaimer,≤100,4
2067028426685944,Vi utvecklar Västmanland,These ads ran without a disclaimer,≤100,1
293404620839013,A Demand For Action,These ads ran without a disclaimer,≤100,3
683402001701836,Liberalerna Dals-Ed,These ads ran without a disclaimer,≤100,2
599316740192350,Kumu,These ads ran without a disclaimer,≤100,10
399496364175274,"Vida na Suecia, com Celia Regina",These ads ran without a disclaimer,≤100,4
158233651450504,Rabet,These ads ran without a disclaimer,≤100,6
112443547263793,Podcast_by_widstrom_lundgren,These ads ran without a disclaimer,≤100,2
109126057136949,Bortom isbjörnens rike,Fredrik Granath,≤100,1
2456954270996173,Framgångsliv,These ads ran without a disclaimer,≤100,1
248285048536236,Moderaterna i Karlshamn,These ads ran without a disclaimer,≤100,1
463478240428926,Karlskrona Riksteaterförening,These ads ran without a disclaimer,≤100,1
124143404360261,Centerkvinnorna i Kungsbacka,These ads ran without a disclaimer,≤100,1
205763753563998,David Andreas Official,These ads ran without a disclaimer,≤100,1
172436013688336,Energy effective solutions AB,These ads ran without a disclaimer,≤100,1
106427867424681,Our Solar System - Astronomy,These ads ran without a disclaimer,≤100,2
1388443194730542,Liberalerna Enköping,These ads ran without a disclaimer,≤100,3
216315208881175,Kristdemokraterna i Hallsberg,These ads ran without a disclaimer,≤100,3
148073655244830,Sverigedemokraterna Falköping,These ads ran without a disclaimer,≤100,1
791409660887055,Rasmus Jonlund - Stockholmsliberal,These ads ran without a disclaimer,≤100,1
161846840564564,Knivsta kommun,These ads ran without a disclaimer,≤100,1
121183891231411,FriendsOfAdam-Gott glutenfritt bröd,These ads ran without a disclaimer,≤100,2
1435750376716565,Olof Palmemuseum,These ads ran without a disclaimer,≤100,4
671287302948595,Skellefteå Pride,These ads ran without a disclaimer,≤100,1
2403001593090253,Stimish AB,These ads ran without a disclaimer,≤100,1
335012086914848,Kreddy,These ads ran without a disclaimer,≤100,1
221608514665269,Clarion Hotel Amaranten,These ads ran without a disclaimer,≤100,1
100692974723458,Studio Womanhood,These ads ran without a disclaimer,≤100,1
111138382266359,Stockholmia - forskning och förlag,These ads ran without a disclaimer,≤100,1
817340481616324,Västerviks Socialistförening,These ads ran without a disclaimer,≤100,2
477574966011201,Sustainable Business Cleantech,These ads ran without a disclaimer,≤100,1
1444530075857308,Mohamad Linkon.,These ads ran without a disclaimer,≤100,1
2388244717862348,Yohannans,These ads ran without a disclaimer,≤100,4
524260717916133,LO Facken Uddevalla,These ads ran without a disclaimer,≤100,1
474250502780113,24Emmaboda.se,These ads ran without a disclaimer,≤100,6
557705027682529,Jesper Ek - Katrineholmspolitiker,Ek Jesper,≤100,3
694026057347162,Kjell Bergström Bil,These ads ran without a disclaimer,≤100,3
107784614462767,The Governor Nordic,The Governor Nordic,≤100,1
223939367785263,Liberalerna Skövde,These ads ran without a disclaimer,≤100,4
926176144194442,Förbättra entreprenörsskatten,Svenskt Näringsliv,≤100,1
0,Instagram User 4505690091,These ads ran without a disclaimer,≤100,1
102348423136690,Ordfront förlag,These ads ran without a disclaimer,≤100,1
115858400231190,Lena Ström,These ads ran without a disclaimer,≤100,2
327340257402021,Växjö Pride,These ads ran without a disclaimer,≤100,2
861889810664523,Radio Svegot,These ads ran without a disclaimer,≤100,1
194535001079990,Min Sida - Tankar som inte ryms i den sanktionerade offentliga debatten,These ads ran without a disclaimer,≤100,1
284800594879876,Dan Eriksson,These ads ran without a disclaimer,≤100,1
115762548457515,Kvinnojouren Blenda - Växjö,These ads ran without a disclaimer,≤100,1
669656959727429,Islamakademin,These ads ran without a disclaimer,≤100,1
597618807042739,Travel 4 learning Educational Tours,These ads ran without a disclaimer,≤100,1
147439475318680,Nemax Miljöhantering AB,These ads ran without a disclaimer,≤100,1
106198717611708,annasandrafelicia,These ads ran without a disclaimer,≤100,1
69401439742,Poolia,These ads ran without a disclaimer,≤100,31
231743860654356,Mathias Nordström Coaching,These ads ran without a disclaimer,≤100,1
171919835807,TCO,These ads ran without a disclaimer,≤100,1
199121803446165,Centerpartiet Västra Götaland,These ads ran without a disclaimer,≤100,2
173504912667699,DNS International Teacher Training College,These ads ran without a disclaimer,≤100,18
109149297260100,Arabiska Partiet,Krar Al-hamede,≤100,2
299539977125668,SLS Kandidat- och underläkarföreningen Uppsala,These ads ran without a disclaimer,≤100,1
6431878727,The Economist Intelligence Unit,These ads ran without a disclaimer,≤100,7
366152700093966,Länsförsäkringar Göinge-Kristianstad,These ads ran without a disclaimer,≤100,1
273049170050654,Lina Eriksson,These ads ran without a disclaimer,≤100,2
474085579290822,"LUMES - Environmental Studies and Sustainability Science, Lund university",These ads ran without a disclaimer,≤100,1
100613475179920,Värmdös samlade föräldrar,These ads ran without a disclaimer,≤100,1
230113543785172,Miljöpartiet de gröna i Enköping,These ads ran without a disclaimer,≤100,2
99866535074,CRC Press,These ads ran without a disclaimer,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,4
434447563783858,Kevin Sahlin - SD,Kevin Sahlin,≤100,1
1545286672373042,Liberalisten,Sten Tore Skare,≤100,1
323998881125947,Integrationsforum Adb Trollhättan,These ads ran without a disclaimer,≤100,1
110186325659396,Abdurraheem Green,These ads ran without a disclaimer,≤100,1
109250697396680,Health Integrator,These ads ran without a disclaimer,≤100,1
125893841507599,Fixa el,These ads ran without a disclaimer,≤100,1
2152093188152409,Class Dental aesthetics turkey,These ads ran without a disclaimer,≤100,1
168452446683607,Socialdemokraterna i Kramfors,These ads ran without a disclaimer,≤100,3
1254143051342844,En kopp näring tack,These ads ran without a disclaimer,≤100,4
285188488608181,Solkjelle,These ads ran without a disclaimer,≤100,1
113774437067379,Filip och David,These ads ran without a disclaimer,≤100,1
521060114625383,Miljöpartiet de gröna Herrljunga,Miljöpartiet de gröna i Herrljunga,≤100,3
923058154457834,Liberalerna Spånga-Tensta,These ads ran without a disclaimer,≤100,1
858220100919113,The Rockin Pots,These ads ran without a disclaimer,≤100,2
108153810628282,Konservativa Föreningen - Ekonomistudenter,William Levay,≤100,2
103811977682036,Nya Samhällspartiet,These ads ran without a disclaimer,≤100,3
256943998383883,PhotoGlobe101,These ads ran without a disclaimer,≤100,1
669608130130691,Tenhults IF P05,These ads ran without a disclaimer,≤100,1
506496066120027,Raoul Wallenberg Institute of Human Rights and Humanitarian Law,These ads ran without a disclaimer,≤100,1
419373508147622,Ystadrevyn,These ads ran without a disclaimer,≤100,1
1682388712030152,SwedishAtWork,These ads ran without a disclaimer,≤100,2
224295487953115,Medvetna Trossamfundet - The Church of the Conscious Movement,These ads ran without a disclaimer,≤100,1
422883375186206,Art by Malene Georgsen,These ads ran without a disclaimer,≤100,1
189203505849,Moderaterna Norrtälje kommun,These ads ran without a disclaimer,≤100,1
114013673673802,Hello note,These ads ran without a disclaimer,≤100,15
108662537444589,InvestExpert,These ads ran without a disclaimer,≤100,60
189695504751036,LUCAS Miller's Hi-Performance Hockey,These ads ran without a disclaimer,≤100,1
297923747637590,Eva B Arnesson - KD,Branstrom Arnesson Anna Frideborg Eva,≤100,3
108994343933623,Emilia Larsdotter,These ads ran without a disclaimer,≤100,2
754540671339181,ICA Supermarket Sigtuna,These ads ran without a disclaimer,≤100,3
301698766645523,Klassrummet,These ads ran without a disclaimer,≤100,1
100190995166990,Relive Stories,Roberta Karpuškaitė,≤100,1
406759106400847,Blocket Jobb tipsar,These ads ran without a disclaimer,≤100,1
280586386116209,FUF Linköping,Allard Niklas Henrik,≤100,1
281677578658057,Socialdemokraterna i Trollhättan,These ads ran without a disclaimer,≤100,1
107947530612433,Jeff Ahl - AfS,These ads ran without a disclaimer,≤100,1
239638976223058,United Hearts,United Hearts,≤100,2
1558476564377862,Demokratisk Omställning,Demokratisk Omställning,≤100,2
1958585841130202,ICA Supermarket Storgatan,These ads ran without a disclaimer,≤100,3
102293641771062,Nya Gamla Nyheter,These ads ran without a disclaimer,≤100,3
156207581115518,Socialdemokraterna i Nykvarn,These ads ran without a disclaimer,≤100,4
285356031666197,Arbetsvärlden,These ads ran without a disclaimer,≤100,1
363322094488910,Framtidens Elektriker,Svenska Elektrikerförbundet,≤100,1
887305194662637,Axess Magasin & TV,These ads ran without a disclaimer,≤100,1
918968478199649,Mirlex Advokatbyrå,These ads ran without a disclaimer,≤100,1
104819587794988,BeautyPro.Studio,These ads ran without a disclaimer,≤100,2
178264915554076,Danske Bank Sverige,These ads ran without a disclaimer,≤100,2
107642670661799,Soltrygg AB,These ads ran without a disclaimer,≤100,4
109648213918027,Nya Partiet "maskros",These ads ran without a disclaimer,≤100,1
524033677996384,Dialogtrail,These ads ran without a disclaimer,≤100,1
129303967219784,The Backyard- ideell förening på kristen grund,These ads ran without a disclaimer,≤100,1
389016884991421,Lana Molberg,These ads ran without a disclaimer,≤100,1
747661682030643,Fredrik Holmbom,These ads ran without a disclaimer,≤100,1
373803526584748,Festikväll,Zayat Mazen,≤100,1
831136156947354,Länsförsäkringar Västernorrland,These ads ran without a disclaimer,≤100,1
650855948332385,Sverigedemokraterna Köping,These ads ran without a disclaimer,≤100,1
1532689366955167,Föreningen För Barnens Bästa FFBB,These ads ran without a disclaimer,≤100,1
1179117505486208,Jack Daniel's Tennessee Whiskey,These ads ran without a disclaimer,≤100,2
304573809699699,Höj Rösten,These ads ran without a disclaimer,≤100,1
1722354851326071,Ungsvenskarna Västmanland,Vilgot Hansson,≤100,3
120290818034521,Hällnäs Handelsträdgård,These ads ran without a disclaimer,≤100,1
546656498744951,Ica Supermarket Eksjö,These ads ran without a disclaimer,≤100,3
1114678211912254,Medium Jenny Lagerberg,These ads ran without a disclaimer,≤100,1
100922644613764,Apna News,These ads ran without a disclaimer,≤100,2
107531954435809,Café Nära Halmstad Högskola,These ads ran without a disclaimer,≤100,1
1037399876332167,CARE Skillpower,These ads ran without a disclaimer,≤100,3
115446233480849,Marketing,These ads ran without a disclaimer,≤100,1
2086554914904470,Furusund Värdshus,These ads ran without a disclaimer,≤100,2
426106531658206,Sveriges demokratiska parti,These ads ran without a disclaimer,≤100,4
1252747564847350,Fuckförbundet,These ads ran without a disclaimer,≤100,1
1094710717362508,Hyundai.Lifestyle,These ads ran without a disclaimer,≤100,6
2150235491893639,"Camilla Andersson, handledare",These ads ran without a disclaimer,≤100,1
113006845445297,European Environment Agency,These ads ran without a disclaimer,≤100,1
339695863483620,FNs Hållbarhetsmål - ett smörgåsbord för nya affärer,These ads ran without a disclaimer,≤100,1
332971993514543,Ica Supermarket Majorna,These ads ran without a disclaimer,≤100,2
267264199961398,Change the World Model United Nations,These ads ran without a disclaimer,≤100,6
356716921369234,Eri-Platform,These ads ran without a disclaimer,≤100,1
100947688125345,El Original alex dj guatemala,These ads ran without a disclaimer,≤100,1
209358189100710,Campion Insurance,These ads ran without a disclaimer,≤100,1
100732525399025,SD Österåker,These ads ran without a disclaimer,≤100,2
1876550089339330,Grönköpings Veckoblad,These ads ran without a disclaimer,≤100,2
105062334251237,Konservativa Förbundet KI,Konservativa Förbundet,≤100,2
552090488209119,Out of Ashes,Out of Ashes,≤100,1
396507164251204,Bloody soulful writing,These ads ran without a disclaimer,≤100,1
1425375951072505,Mathias Tegnér,Christer Mathias Tegnér,≤100,1
0,Marketplace Seller 4831824941,These ads ran without a disclaimer,≤100,1
837168576425006,Prins Carl Philip och Prinsessan Sofias stiftelse,These ads ran without a disclaimer,≤100,3
832708036917563,Linn Karlberg,These ads ran without a disclaimer,≤100,1
206017579424269,SEI - Stockholm Environment Institute,SEI - Stockholm Environment Institute,≤100,2
612971075392522,Socialdemokraterna i Bromölla,These ads ran without a disclaimer,≤100,2
392387734272665,Form Your Life,These ads ran without a disclaimer,≤100,1
210226195995236,Kristdemokraterna Norrköping,Wibeck Elvira Alfrida,≤100,1
965264026986334,Linnéa Waldetoft Photography,These ads ran without a disclaimer,≤100,1
506908225994425,UN Women nationell kommitté Sverige Nätverk Uppsala,UN women nationell kommitté Sverige Nätverk Uppsala,≤100,2
864520386993798,Kristdemokraterna Skellefteå,These ads ran without a disclaimer,≤100,2
776663125727235,Veckotidningen Internationalen,These ads ran without a disclaimer,≤100,1
102020544741998,PT Durian,These ads ran without a disclaimer,≤100,1
103630748448048,Miljöpartiet i Eksjö,These ads ran without a disclaimer,≤100,3
213198423203,Emirates Golf Club,These ads ran without a disclaimer,≤100,1
378516796117662,Cachmann,These ads ran without a disclaimer,≤100,2
114556283678335,Alpha Dept,These ads ran without a disclaimer,≤100,3
462640017135012,Parley for the Oceans,These ads ran without a disclaimer,≤100,1
1915366685341755,Human Rights International,These ads ran without a disclaimer,≤100,6
114309145251327,RTI,These ads ran without a disclaimer,≤100,2
1525872817483381,Doodly,These ads ran without a disclaimer,≤100,1
1737306996290965,主燈塔事工,These ads ran without a disclaimer,≤100,1
1122413527859386,أخبار الهجرة واللجوء الى كندا,These ads ran without a disclaimer,≤100,1
1844649882458179,Kristdemokraterna Ekerö,These ads ran without a disclaimer,≤100,1
150527751674751,Greens/EFA in the European Parliament,These ads ran without a disclaimer,≤100,11
19975077227,Interaction Design Foundation - IXDF,These ads ran without a disclaimer,≤100,4
139562839417120,Liberalerna Håbo,These ads ran without a disclaimer,≤100,2
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,≤100,6
1566429396940832,Fotograf Pia Gyllin,These ads ran without a disclaimer,≤100,1
232765634285192,Thalasso Living,These ads ran without a disclaimer,≤100,1
193307067359270,Svenska kyrkan Falun,These ads ran without a disclaimer,≤100,1
129108824313320,Shop Honu,These ads ran without a disclaimer,≤100,10
112747718801438,Datto Inc.,These ads ran without a disclaimer,≤100,2
1754120378229176,The Rotten Fruit Box,These ads ran without a disclaimer,≤100,3
255651601250491,"Jacob Högfeldt, Kommunstyrelsens ordförande i Strängnäs kommun",These ads ran without a disclaimer,≤100,1
1451605941568384,TransferGo Romania,These ads ran without a disclaimer,≤100,1
103076201603598,Support for Sustainable Living,These ads ran without a disclaimer,≤100,1
101754107841623,Cassette To MP3,These ads ran without a disclaimer,≤100,1
681378381955030,Guitar Mastery Method,These ads ran without a disclaimer,≤100,1
127379660831,carup.se,These ads ran without a disclaimer,≤100,1
830761340268558,Röda Korsets Ungdomsförbund Stockholm,These ads ran without a disclaimer,≤100,1
459334801186030,Upplyst,These ads ran without a disclaimer,≤100,2
1448237038737784,Hudik mot rasism,These ads ran without a disclaimer,≤100,1
185854378101315,Mårtenssons Ur & Guld,These ads ran without a disclaimer,≤100,1
100318865391871,Spel- & lekgranskning,These ads ran without a disclaimer,≤100,2
949640078569600,Aqua Spa,These ads ran without a disclaimer,≤100,1
234145607169774,Ethera Api Organization - Sweden Branch,These ads ran without a disclaimer,≤100,1
105220162840453,Schyst resande,These ads ran without a disclaimer,≤100,2
111409862270779,Intressanta Hus,These ads ran without a disclaimer,≤100,1
107167867845598,Vi som vill bada bastu i Botkyrka,These ads ran without a disclaimer,≤100,1
1470651923179432,Swinga,These ads ran without a disclaimer,≤100,4
103286729707864,Trampolin,These ads ran without a disclaimer,≤100,1
100205315019008,Heja Håsta,These ads ran without a disclaimer,≤100,2
323640274386130,Pomona blomsterhandel,These ads ran without a disclaimer,≤100,2
676397999452752,AliReza Molaei  علیرضامولائی,These ads ran without a disclaimer,≤100,1
100706788611156,MX. Gaming,Rauf Jafari,≤100,1
365191867440348,ReUse Sport,These ads ran without a disclaimer,≤100,2
727972967261223,Sorundanet Nynäshamns kommunparti,These ads ran without a disclaimer,≤100,2
334741620478680,Partiet Vändpunkt,Eriksson Aleksandra,≤100,4
195723743804480,Moderaterna i Trollhättan,These ads ran without a disclaimer,≤100,3
184879078767802,School of Global Studies - SGS,These ads ran without a disclaimer,≤100,1
252850628544207,Closet.nu - modernt återbruk,These ads ran without a disclaimer,≤100,1
113675213362884,Veona BYGG AB,Taleb Nore,≤100,2
339385163877,Polyfoto i Borlänge,These ads ran without a disclaimer,≤100,1
200694986636908,Forum - Kvinnor och Funktionshinder,These ads ran without a disclaimer,≤100,1
103472147678647,Klimatpanelen,These ads ran without a disclaimer,≤100,3
119056856161299,DeVebo Omsorg AB,These ads ran without a disclaimer,≤100,1
2049393165176008,Västerås FN-förening- UNA Västerås,These ads ran without a disclaimer,≤100,2
400844936646543,Bệnh Viện Thẩm Mỹ JW Hàn Quốc,These ads ran without a disclaimer,≤100,3
1536997796556596,ICA Försäkring,These ads ran without a disclaimer,≤100,1
306374169790036,Tafani's,These ads ran without a disclaimer,≤100,53
182726910344,Hela Sverige Ska Leva,These ads ran without a disclaimer,≤100,1
681037125650471,Furaha Bayibsa,These ads ran without a disclaimer,≤100,6
114372075310938,"Kristna Fredsrörelsen, Swefor",These ads ran without a disclaimer,≤100,3
106154268099447,Lena Stenvall & Matilda Kjellmor,These ads ran without a disclaimer,≤100,1
377796325593883,Moderaterna i Ronneby,These ads ran without a disclaimer,≤100,1
119007762116128,Nikka Systems,These ads ran without a disclaimer,≤100,1
100737565317795,OOO GAMES,These ads ran without a disclaimer,≤100,1
142422589508,RF - SISU Sörmland,These ads ran without a disclaimer,≤100,1
104607511143049,Klimatnytt.se,Klimatnytt.se,≤100,1
378189866114993,New Clear Energy,These ads ran without a disclaimer,≤100,1
1683902921908918,Stellar Organic Winery,These ads ran without a disclaimer,≤100,1
103691404931513,Dbrain,These ads ran without a disclaimer,≤100,6
784009015121501,Kendy Polestin,These ads ran without a disclaimer,≤100,4
48034275355,EPP - European People's Party,EPP - European People's Party,≤100,18
0,Instagram User 1761544349,These ads ran without a disclaimer,≤100,1
342236599641446,Avantgardress,These ads ran without a disclaimer,≤100,1
1399143866994428,Shaw Academy,These ads ran without a disclaimer,≤100,1
277738822763363,The Productivity Company,These ads ran without a disclaimer,≤100,4
259491197547553,Idialog,These ads ran without a disclaimer,≤100,3
762425730781895,World of Kings,These ads ran without a disclaimer,≤100,4
919082934844217,Loot Gaming by Loot Crate,These ads ran without a disclaimer,≤100,4
106933638122549,Intervju i vesti,These ads ran without a disclaimer,≤100,1
189033247950519,Mardahl,These ads ran without a disclaimer,≤100,1
2050132361883158,Left Field NYC Denim,These ads ran without a disclaimer,≤100,1
133182516857008,About Hungary,These ads ran without a disclaimer,≤100,2
410772639688888,We B Tea,These ads ran without a disclaimer,≤100,1
1794972264056889,Spotproject,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,33
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100,4
109600864166176,Fantastic read,These ads ran without a disclaimer,≤100,9
107227307461554,Time For Action,These ads ran without a disclaimer,≤100,1
100334248046144,World News,These ads ran without a disclaimer,≤100,1
177900505594304,NYC Muslim Center,These ads ran without a disclaimer,≤100,1
174396016362012,Best Design Crowdfunding Videos,These ads ran without a disclaimer,≤100,18
600448390473416,Vaginore,These ads ran without a disclaimer,≤100,1
100484088406540,Diaspora News,These ads ran without a disclaimer,≤100,4
107474007681615,Donate to Save Yemen Lives,These ads ran without a disclaimer,≤100,1
351650311583703,Liberala Kvinnor Skaraborg,These ads ran without a disclaimer,≤100,2
325343500821510,CUF Östergötland,These ads ran without a disclaimer,≤100,1
749237998786038,Mitt klimatlöfte 2020,These ads ran without a disclaimer,≤100,1
552519451446038,Foten i centrum,These ads ran without a disclaimer,≤100,1
162134780663994,Kristdemokraterna i Habo,These ads ran without a disclaimer,≤100,1
387913325052760,Catarina Wahlgren Vänsterpartiet,These ads ran without a disclaimer,≤100,1
182025752424887,Socialdemokratiska Ekonomklubben,These ads ran without a disclaimer,≤100,1
1404920403062371,India Unlimited,These ads ran without a disclaimer,≤100,1
578943695612260,Fredrik Pettersson,These ads ran without a disclaimer,≤100,1
879036888819579,Dahlströms Guld,These ads ran without a disclaimer,≤100,1
355989234491507,Socialdemokraterna Gislaveds Arbetarekommun,These ads ran without a disclaimer,≤100,1
1412129839026194,Trädgårdsarkitekt Per Christenson,These ads ran without a disclaimer,≤100,1
112594876752756,Malmödirekt,These ads ran without a disclaimer,≤100,1
833299220056753,Vänsterpartiet Mölndal,Ramberg Stefan Joakim,≤100,1
303070626373544,Socialdemokraterna i Helsingborg,Åsa Holmqvist,≤100,2
1435848109992880,Liberalerna Katrineholm,Ek Jesper,≤100,1
107297940848198,AM1 Bilverkstad AB,Ulrika Gundahl,≤100,1
100247744732713,Nya Samhällspartiet Ånge,These ads ran without a disclaimer,≤100,1
480207249007898,Make Up Artist - Malin Björk,These ads ran without a disclaimer,≤100,2
736844999781373,Liberalerna Tibro,These ads ran without a disclaimer,≤100,1
451902938187143,Moderaterna i Skurup,Moderaterna i Skurup,≤100,1
445213712284183,Centerpartiet i Heby kommun,These ads ran without a disclaimer,≤100,1
1530036237247563,Ulrika Spårebo - Politiker,These ads ran without a disclaimer,≤100,1
1417092065233051,Kristdemokraterna i Askersund,These ads ran without a disclaimer,≤100,1
10150114824460440,Karlstads universitetsbibliotek,Karlstads universitetsbibliotek,≤100,1
706862536051159,SD Skara,BELIN KJELL-OVE,≤100,1
2019978911593298,Fredrik Snejbjerg - Fullmäktigeledamot,These ads ran without a disclaimer,≤100,1
312945689301003,Lolo Mohageb,Luay Mohageb,≤100,1
173901972642378,Kristdemokraterna i Huddinge,These ads ran without a disclaimer,≤100,2
1000433710128408,Marléne Lund Kopparklint,These ads ran without a disclaimer,≤100,1
779728375371979,Centerpartiet i Täby,These ads ran without a disclaimer,≤100,1
1435848109992880,Liberalerna Katrineholm,These ads ran without a disclaimer,≤100,1
278358342195608,Byggföretagen,These ads ran without a disclaimer,≤100,1
1483312788566822,Socialdemokraterna  I Askersund,These ads ran without a disclaimer,≤100,1
913380245671465,Förenade Partiet,These ads ran without a disclaimer,≤100,1
295027821387233,Kristdemokraterna i Dals-Ed,Kristdemokraterna i Dals-Ed,≤100,2
125338517528378,Liberalerna Tierps kommun,These ads ran without a disclaimer,≤100,1
1124881427586849,Solnapartiet,These ads ran without a disclaimer,≤100,1
1139599896134889,Moderaterna i Brännkyrka/Älvsjö,These ads ran without a disclaimer,≤100,1
154681731304540,Sjöbovänstern,These ads ran without a disclaimer,≤100,1
251563148856565,Kani NaturApotek Butik,These ads ran without a disclaimer,≤100,2
184818995491994,اللعب على المكشوف,These ads ran without a disclaimer,≤100,1
266943296788080,Moderaterna i Vimmerby kommun,These ads ran without a disclaimer,≤100,1
1430055687258769,"Kristdemokraterna, Lycksele",These ads ran without a disclaimer,≤100,1
740934939298681,Kristdemokraterna i Herrljunga,Kristdemokraterna i Herrljunga,≤100,1
120607031321127,"Lina Rigney Thörnblom, Rättvisepartiet Socialisterna",These ads ran without a disclaimer,≤100,1
882970465088842,Svenskt Näringsliv Kalmar län,These ads ran without a disclaimer,≤100,1
1996183637306354,Demme reser jorden runt,These ads ran without a disclaimer,≤100,1
369063273282897,MST Umeå,Bergstrom Carl Erik Anton,≤100,1
112522247099468,Wisevibration,These ads ran without a disclaimer,≤100,3
803005859844969,"Lotta Olsson, M",These ads ran without a disclaimer,≤100,1
505173039853201,Seriesidan,These ads ran without a disclaimer,≤100,1
