Page ID,Page Name,Disclaimer,Amount Spent (PLN),Number of Ads in Library
907296122772398,MIŚ Gdańsk - Miejski Informator Środowiskowy,Urząd Miejski w Gdańsku - Wydział Środowiska,9491,16
1868858213334919,Z Man,These ads ran without a disclaimer,9489,1
166466416745074,T-Mobile PL,These ads ran without a disclaimer,9488,23
48034275355,EPP - European People's Party,EPP - European People's Party,9467,56
830561370356753,Czerkawski Odszkodowania Sp z oo,These ads ran without a disclaimer,9466,1
100740295192199,Przychodnia Lekarska Optima Przemyśl,Przychodnia Lekarska Optima Przemyśl,9428,11
466186134168406,Konfederacja Korony Polskiej,KW Konfederacja Wolność i Niepodległość,9398,31
187208098156614,energyRe,These ads ran without a disclaimer,9375,35
104927096209232,Wyższa Szkoła Bankowa we Wrocławiu,Wyższa Szkoła Bankowa we Wrocławiu,9375,51
265568017276074,Pismo,Pismo,9358,128
176779452671759,Respro Polska,Jan Maciantowicz,9332,145
1514291542233058,telewizja.krakow.pl,Kraków PL,9296,17
109223993792330,Andrzej Domański - profil publiczny,KKW Koalicja Obywatelska PO.N iPL Zieloni,9280,19
140962469393020,Konrad Berkowicz,partia Wolność,9265,21
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,9258,101
1917429285232776,Anna Sobolak Radna Rady Powiatu Wrocławskiego,KKW Koalicja Obywatelska PO .N iPL Zieloni,9231,19
261862523839216,Rafał Grupiński,KKW Koalicja Obywatelska PO .N IPL Zieloni,9150,31
118164226251917,Lekcje z Temidą,These ads ran without a disclaimer,9144,3
467184786631576,Czesław Siekierski,KKW Koalicja Europejska PO PSL SLD .N Zieloni,9078,31
153098244704447,Jan Olbrycht,Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni,9025,77
109435040434606,Rzecznik Praw Dziecka,Biuro Rzecznika Praw Dziecka,8999,5
1252581054798999,Cezary Andrzej Jurkiewicz,Komitet Wyborczy Prawo i Sprawiedliwość,8924,12
101495964956858,Verba Veritatis • Instytut do Walki z Antypolonizmem,Żaneta Barbara Jarząb,8921,19
361775593989233,Artur Soboń,Grzegorz Mieczysław Kulczyński,8916,46
370319116027,Andrzej Halicki,Andrzej Halicki,8914,45
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,8896,58
249339145090625,LPP,These ads ran without a disclaimer,8894,10
101433527872341,Krzysztof Sobolewski,Biuro Poselskie Posła na Sejm RP Krzysztofa Sobolewskiego,8873,73
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,8855,90
209963076513421,Niepodległa. Miejsce spotkań,Niepodległa,8844,105
572379039576297,Marcin Kulasek,KW Sojusz Lewicy Demokratycznej,8828,29
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,8790,51
102841451319464,Świadczenie pielęgnacyjne dla Opiekuna Osoby Niepełnosprawnej,Vestra,8768,21
140708165940689,EKO-UNIA,Stowarzyszenie Ekologiczne EKO-UNIA,8708,37
108030640537770,Przemysław Przybył,KKW Koalicja Obywatelska PO .N IPL ZIELONI,8706,29
105503962819832,Bank Żywności SOS w Warszawie,Bank Żywności SOS Warszawa,8705,17
228951150597089,Adam Bielan,Adam Bielan,8702,27
348228659139967,Music & More,Music & More,8679,35
277681892059,Janusz Korwin-Mikke,partia Wolność,8679,20
199739460042641,Zdrowie w stylu LUX MED,These ads ran without a disclaimer,8679,1
241700669305956,Media Expert,These ads ran without a disclaimer,8672,4
168367579948719,PCh24.pl,PCh24.pl,8672,26
114790301907953,Jarosław Gowin,These ads ran without a disclaimer,8667,28
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,These ads ran without a disclaimer,8611,11
308684629246305,Tomasz Latos,These ads ran without a disclaimer,8599,66
347909096516,PJATK,These ads ran without a disclaimer,8578,2
123113364510536,Biełsat po polsku,Biełsat po polsku,8558,368
150412465290475,Kamila Gasiuk-Pihowicz,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL ZIELONI,8463,45
28312410177,World Food Programme,These ads ran without a disclaimer,8458,24
171128483067743,Izabela Kloc - Poseł do Parlamentu Europejskiego,Komitet Wyborczy Prawo i Sprawidliwość,8439,26
732473396814232,Columbus Energy,Columbus Energy,8384,41
1486073791690826,Arkadiusz Marchewka,Poseł na Sejm RP Arkadiusz Marchewka,8372,72
653937168081792,PZU,These ads ran without a disclaimer,8360,9
1815622945427416,Swonco,These ads ran without a disclaimer,8340,1
132197036871908,Muzeum II Wojny Światowej,Marcin Morga,8300,7
487587700423,Miasto Gdańsk,Miasto Gdańsk,8280,19
329822703732548,player.pl,Player,8240,2
273260992765744,Róża Thun,Róża Thun,8234,22
247239865295508,Bogdan Rzońca,Blue Data Bay Sp. z o.o.,8199,21
195400413904081,Prof. Zbigniew Girzyński,KW Prawo i Sprawiedliwość,8174,9
189858077869482,kaes,KS SPORT,8171,184
141366725876424,European Greens,These ads ran without a disclaimer,8164,4
654912251187357,Grupa PGE,Grupa PGE,8148,12
1861472084081423,Inna Perspektywa Rzeczywistości - Blog Radosława Kordowskiego,Radosław Kordowski,8146,45
2154641531417913,Paulina Matysiak,KW Sojusz Lewicy Demokratycznej,8145,24
403820169762537,Renergy - odnawialna energia słoneczna,These ads ran without a disclaimer,8129,13
101992604850790,Bezpieczny Bytom,Katowice Dziś,8129,71
954692934606047,Krzysztof Śmiszek,KW Wiosna Roberta Biedronia,8114,12
187752695320,Wroclaw [Wroclove],Wroclaw [Wroclove],8106,70
1100158536843507,Andrzej Gut-Mostowy,These ads ran without a disclaimer,8101,14
152670925543661,HelioExpert,HelioExpert,8037,25
1881927918605470,Zamówprezent.pl,These ads ran without a disclaimer,8028,6
453065345039393,Katowice Dziś,Katowice Dziś,8026,7
634178786679448,Aleksander Miszalski - Poseł na Sejm RP,KKW Koalicja Obywatelska PO .Ni PL Zieloni,8008,197
220473935337563,Gotard - Biuro Rachunkowe,These ads ran without a disclaimer,8000,39
478776192265585,Przemysław Czarnecki,KW Prawo i Sprawiedliwość,8000,4
10345222756,Rainbow 6,These ads ran without a disclaimer,7979,1
102931488739,Platforma Obywatelska,. KKW Koalicja Europejska PO PSL SLD .N Zieloni,7975,50
385532321805330,Pomorskie,Pomorskie,7941,22
373046469444636,Tygodnik Sieci,wGospodarce.pl,7933,38
270168456330285,Sławomir Rybicki - Senator RP,Medium: agencja reklamowa,7906,8
587380481330698,Paweł Bejda,Komitet Wyborczy Polskie Stronnictwo Ludowe,7883,71
120020028042626,Platforma Obywatelska Opolskie,KKW Koalicja Obywatelska PO .N iPL Zieloni,7851,1
448997978507784,Kościół Rzymsko-Katolicki,Jacek Komarnicki,7840,69
110252413934806,Kraków Pomaga,Kraków Pomaga,7833,57
314225156073572,Zdzisław Wolski,KW Sojusz Lewicy Demokratycznej,7827,24
198708360250259,50 style,These ads ran without a disclaimer,7824,1
150617698324166,Polska Fundacja im. Roberta Schumana,Polska Fundacja im. Roberta Schumana,7789,82
100666510056063,Jarosław Duda,KKW Koalicja Europejska PO PSL SLD .N ZIELONI,7772,23
350477452206142,Politykotki,Artur Wyrzykowski,7726,27
896877697172150,Co dalej z Elektrownią Bełchatów?,ClientEarth - Prawnicy dla Ziemi,7719,25
114790301907953,Jarosław Gowin,KW PRAWO I SPRAWIEDLIWOŚĆ,7673,22
514334101911031,szczesliva.pl,szczesliva.pl,7673,26
2317884735196672,Wojciech Konieczny - Senator Rzeczpospolitej Polskiej,KW Sojusz Lewicy Demokratycznej,7670,11
2106489523012864,Anna-Maria Żukowska,KW Sojusz Lewicy Demokratycznej,7648,15
1224502281011628,Patryk Marjan,Komitet Wyborczy Konfederacja Wolność i Niepodległość,7607,21
199877710116314,Patryk Jaki,Grupa EKR - Patryk Jaki MEP,7592,10
309003945839697,oczekujac.pl,Maria Magdalena Wolna-Pasek,7592,42
1429125147335369,Zadłużenia.com,These ads ran without a disclaimer,7576,28
1782125158778273,WASTA - Odnawialne Źródła Energii,These ads ran without a disclaimer,7525,4
230754547069436,Michał Woś,Biuro Poselskie Michała Wosia,7516,34
110162843885810,Pomoc Dla Opiekuna,Vestra,7513,12
147708741914083,Polska Zbrojna,Polska Zbrojna,7500,35
180771126088745,Agnieszka Ziółkowska,KW Sojusz Lewicy Demokratycznej,7482,32
137877409609952,Lewica,Nowa Lewica,7473,31
157458232131,Prawo i Sprawiedliwość,These ads ran without a disclaimer,7466,8
2224220140946859,Gniezno-Fakty-Interwencje,Anna Apolonia Nowak,7460,349
325783984956664,Marcin Bosacki,KWW Koalicja Europejska PO PSL SLD .N Zieloni,7417,12
112409497198964,Polski Bon Turystyczny,Polska Organizacja Turystyczna,7380,21
821489871370233,Rafał Romanowski,Piotr Wyrzykowski,7362,81
566578626784444,Jabeerwocky Warszawa,These ads ran without a disclaimer,7356,65
334123340547325,Michał Korolko - profil publiczny,KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko),7324,63
107386167465541,GreenCapital,Green Capital,7318,131
784984844885093,Masaż Tkanek Głębokich,Masaż Tkanek Głębokich,7286,33
230754547069436,Michał Woś,These ads ran without a disclaimer,7283,27
124917759176863,SuperKsięgowa,These ads ran without a disclaimer,7276,17
182175548419,Wydawnictwo Otwarte,Wydawnictwo Otwarte,7253,36
992640654249666,Krzysztof Kukucki,Krzysztof Aleksander Kukucki,7235,138
100337224681194,Łukasz Szumowski,Komitet Wyborczy Prawo i Sprawiedliwość,7187,37
408582579294175,UK government,These ads ran without a disclaimer,7185,7
161839717185932,Wydawnictwo MUZA SA,Wydawnictwo MUZA SA,7179,24
1582510698638836,prawopracyporady.pl,prawopracyporady.pl,7165,48
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,7161,62
222141244609992,Poseł Jakub Rutnicki,KKW Koalicja Europejska PO PSL SLD .N Zieloni,7144,37
160181130796814,Fundacja ADRA Polska - ADRA Poland,Fundację ADRA Polska,7140,7
180134978723172,Centrum Praw Kobiet,Centrum Praw Kobiet,7138,17
138632452839666,VIP Biznes&Styl,BIZNESiSTYL.pl,7133,115
351273376024,Fundacja FOR (Forum Obywatelskiego Rozwoju),Fundacja FOR (Forum Obywatelskiego Rozwoju),7126,22
155770611655343,Polonia Semper Fidelis,Polonia Semper Fidelis,7089,23
549102802207338,Alicja Trytt radna Rady Miejskiej w Wągrowcu,Alicja Trytt,7050,21
1288071694685307,Polskie Forum Rodziców,Polskie Forum Rodziców,7042,22
146655395680362,Grzegorz Tobiszowski,KW Prawo i Sprawiedliwość,7006,20
218944008135842,Marek Opioła,Komitet Wyborczy Prawo i Sprawiedliwość,7003,28
2194916307235438,Amoreo,Paweł Marek Bankert,7000,49
325361857925335,OZE Projekt - fotowoltaika i pompy ciepła,These ads ran without a disclaimer,6986,18
111989813719331,Partia Sami Swoi,Sławomir Grzywa,6955,5
1492626540957540,Robert Jarosław Iwaszkiewicz,Marcin Piotr Dudek,6934,7
160181130796814,Fundacja ADRA Polska - ADRA Poland,These ads ran without a disclaimer,6892,7
112112362146352,Platforma Obywatelska Podkarpackie,KKW Koalicja Obywatelska PO .N iPL Zieloni,6889,1
971833706177522,Kraków dla Mieszkańców,These ads ran without a disclaimer,6869,35
153098244704447,Jan Olbrycht,Jan Olbrycht,6869,50
291366164541690,mojabutelka.pl - Stay Hydrated,mojabutelka.pl - Stay Hydrated,6834,74
238903929634988,Dariusz Rosati,CommSense,6833,51
101530521245874,Halo.Radio,Halo.Radio,6808,110
1494905190821954,Jakub Kulesza #NowePokolenie,KWW Konfederacja KORWiN Braun Liroy Narodowcy,6773,9
513969188677442,Compassion Polska,These ads ran without a disclaimer,6762,13
1322952864433993,Małopolski Urząd Wojewódzki,Małopolski Urząd Wojewódzki,6762,28
256273541215891,Robert Kwiatkowski,Komiter Wyborczy SLD,6747,24
765150530190943,Ireneusz Dzieszko,Ireneusz Dzieszko,6724,76
393084100793680,Wiedza i Praktyka,These ads ran without a disclaimer,6717,3
115954991750634,Accent School of Polish,Katarzyna Teresa Roś,6702,42
605038106603214,Tomasz Aniśko - Poseł na Sejm RP,KKW Koalicja Obywatelska PO .N iPL Zieloni,6700,15
26479200307,Polska Akcja Humanitarna (PAH),Polska Akcja Humanitarna (PAH),6699,32
149902472546,Wyborcza.pl Trójmiasto,Wyborcza.pl Trójmiasto,6688,25
252515568151639,Piotr Borys,KKW Koalicja Obywatelska PO .N iPL Zieloni,6677,7
209081646533820,The Elder Scrolls Online,These ads ran without a disclaimer,6672,32
580557092422382,Dominika Chorosińska,Komitet Wyborczy Prawo i Sprawiedliwość,6658,14
762437460599208,Vaillant,These ads ran without a disclaimer,6650,8
499646073441042,Jacek Wilk,partia Wolność,6643,9
1633295256959238,Wojciech Nitwinko,KW Sojusz Lewicy Demokratycznej,6638,82
125057667560070,Toruńska Szkoła Fotografii,Darek Piórkowski,6637,55
1501466030106018,Milena Kowalska - Radna Miasta,KKW Koalicja Obywatelska PO .N IPL Zieloni,6629,21
811386852385837,Key-Drop,These ads ran without a disclaimer,6611,1
457898865021573,Rides,These ads ran without a disclaimer,6608,5
1496359750659795,Michał Wójcik,Michał Wójcik,6604,36
111831783525440,Paweł Potoroczyn,KKW Koalicja Obywatelska PO .N iPL Zieloni,6597,76
1450396205268277,Łukasz Reszka - Starosta Świdnicki,Łukasz Piotr Reszka,6597,94
287522908694085,H&M Careers,These ads ran without a disclaimer,6577,1
1557990581121974,Daysy,Krzysztof Michaluk,6568,6
303703310200055,PCWO Energy,These ads ran without a disclaimer,6564,38
1379356762130604,Dla Frankowiczów,These ads ran without a disclaimer,6562,5
872837646206061,Mariusz Witczak,KKW Koalicja Obywatelska PO .N iPL Zieloni,6542,78
242715895828254,Lexus,Lexus Polska,6542,9
268366156599556,Krzysztof Gawkowski,Krzysztof Kamil Gawkowski,6527,127
182038191908977,Cyfryzacja KPRM,These ads ran without a disclaimer,6487,9
614714785630728,IBOS - Internetowe Badania Opinii Społecznej,These ads ran without a disclaimer,6468,104
2346843828880338,Ekoloco.pl,These ads ran without a disclaimer,6451,18
433052760111334,Jarosław Wałęsa,KKW Koalicja Europejska PO PSL SLD N Zieloni,6447,60
694438127592755,Dariusz Standerski,KW Sojusz Lewicy Demokratycznej,6443,8
404295586445224,Paweł Pudłowski,Selectivv,6441,25
161559037233285,China Town,These ads ran without a disclaimer,6431,3
436111276479085,Sieć Obywatelska - Watchdog Polska,Sieć Obywatelska - Watchdog Polska,6431,470
172287049543925,Artur Mazur - Partia Zieloni,KKW Koalicja Obywatelska PO .N iPL Zieloni,6424,64
167065280022344,Huawei Mobile,These ads ran without a disclaimer,6377,4
120766181437537,Krzysztof Brejza,KKW Koalicja Europejska PO PSL SLD .N Zieloni,6353,23
125039164234284,JestesModna.pl,These ads ran without a disclaimer,6352,6
109413077332949,Spontaniczny Sztab Obywatelski,Marcin Stanisław Mycielski,6340,16
371359310400318,Janusz Kowalski,KW Prawo i Sprawiedliwość,6337,23
434225653303734,Fundusze dla Mazowsza,Clickad Interactive,6331,121
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,6318,191
231548847040940,"Piotr Uściński - Poseł na Sejm RP, PiS",Piotr Uściński,6303,18
397430734381499,Tomasz Leśniak,KW Sojusz Lewicy Demokratycznej,6285,19
679816888755706,Centrum Rozwoju Lokalnego,Centrum Rozwoju Lokalnego,6280,21
228168274881,wysokieobcasy,These ads ran without a disclaimer,6264,55
391953457509993,Dariusz Piontkowski,Komitet Wyborczy Prawo i Sprawiedliwość,6260,5
267695190536620,Jerzy Polaczek,Komitet Wyborczy Prawo i Sprawiedliwość,6257,38
105695739472295,Plus,These ads ran without a disclaimer,6256,3
1500359650261089,Marcin Gołaszewski,Marcin Łukasz Gołaszewski,6239,267
106881757696255,Kujawsko-Pomorski Akcelerator Startu Zawodowego,Paweł Popławski,6235,33
286672948180163,Tomasz Trela,KW Sojusz Lewicy Demokratycznej,6226,84
346027522166890,Krzysztof Piątkowski  Poseł na Sejm RP,Krzysztof Piątkowski,6223,95
101935351587139,Nowoczesne Grzanie,These ads ran without a disclaimer,6221,1
783039918472235,PARDA Błażej Łukasz,Błażej Łukasz Parda,6214,31
449447651866103,Posłanka Kretkowska,KW Sojusz Lewicy Demokratycznej,6194,80
573994789747274,Janka Ochojska,KKW Koalicja Europejska PO PSL SLD .N Zieloni,6163,32
352969621437965,Magna Polonia,These ads ran without a disclaimer,6121,50
658695000844495,Adam Andruszkiewicz,Marcin Zabłudowski,6115,34
1517289421930471,domyszkieletowe24.pl,These ads ran without a disclaimer,6100,1
407715332768236,Adam Cyrański,KKW Koalicja Europejska Platforma PSL SLD .N Zieloni.,6094,16
397430734381499,Tomasz Leśniak,KW Wiosna Roberta Biedronia,6070,17
168737999982045,Visegrad Insight,Visegrad Insight,6059,103
197272847700522,Światowy Ruch Katolików na rzecz Środowiska,Światowy Ruch Katolików na Rzecz Środowiska,6049,10
2273340699395517,Tomasz Frankowski,KWW Koalicja Europejska PO PSL SLD .N Zieloni,6030,40
906658442860816,Global Studio,Global Studio,6014,4
141990312513970,Paweł Kowal,Biuro Poselskie Posła Na Sejm RP Pawła Kowala,6000,27
100345201929993,Born in EU,Front Europejski,5968,38
110421853692163,Synea Medical Day SPA,Synea Sp. z o.o.,5934,17
426735034064813,Parlament Europejski - Biuro we Wrocławiu,Parlament Europejski - Biuro we Wrocławiu,5919,4
358414038219949,Michał Wawer,Konfederacja,5913,16
331112537305950,Bydgoskie Konsultacje,Bydgoskie Konsultacje,5877,11
1086360811435644,More Bananas,Anna Daria Ledwoń-Blacha,5858,90
159372977456756,Lubelskie Fundusze Europejskie,Lubelskie Fundusze Europejskie,5856,116
157504851851399,Maciej Józefowicz,KKW Koalicja Europejska PO PSL SLD .N Zieloni,5850,28
370319116027,Andrzej Halicki,. KKW Koalicja Europejska PO PSL SLD .N Zieloni,5844,83
1199614403418828,Z Kopytem,Z Kopytem Sp. z o.o.,5806,28
101083895050385,Sign It Europe,These ads ran without a disclaimer,5795,27
2043233019121208,Insmednet,Michał Niedbalski,5774,6
1550061501790606,Andrzej Kisielewicz,KW Prawo i Sprawiedliwość,5766,210
147461036107583,House Solutions,House Solutions,5764,16
1239792239429780,Nespresso,These ads ran without a disclaimer,5760,20
511921918843798,Fundacja Dorastaj z Nami,Fundacja Dorastaj z Nami,5747,14
173895439323522,IUSTITIA Stowarzyszenie Sędziów Polskich,Iustitia Polska - "Polish Judges",5722,40
214628051909386,Krzysztof Kwiatkowski,Komitet Wyborczy Wyborców Krzysztofa Kwiatkowskiego,5714,39
136932946358747,Michał Dworczyk,KW Prawo i Sprawiedliwość,5698,34
90593452375,Wirtualna Polska,Wirtualna Polska,5691,19
109758377071561,Bożena Krzyżanowska,Komitet Wyborczy Polskiego Stronnictwa Ludowego,5688,74
163815373675304,AIP,These ads ran without a disclaimer,5678,24
285354808489212,Prezydent Torunia Michał Zaleski,These ads ran without a disclaimer,5661,19
158877910847285,Andrzej Buła,KKW Koalicja Europejska PO PSL SLD .N Zieloni,5658,23
109649700417909,Piotr Sak,Komitet Wyborczy Prawo i Sprawiedliwość,5658,40
114937296817563,Łódzkie Kupujesz,PROGRESSIVO,5656,55
203627442993022,Portal Oświatowy,Wiedza i Praktyka,5652,9
315554499027635,Inwestycje w Słońce,Sławomir Wiśniewski,5642,11
1824305601228429,Robert Tyszkiewicz,KKW Koalicja Obywatelska PO .N iPL Zieloni,5639,23
164331793767355,Gmina Dobra,Gmina Dobra,5625,119
129626970836,inFakt,inFakt,5616,77
174480419336,Wyborcza.pl Wrocław,Wyborcza.pl Wrocław,5611,9
199877710116314,Patryk Jaki,KW Prawo i Sprawiedliwość,5596,33
493204407417159,Okręgowa Izba Lekarska w Warszawie im. prof. Jana Nielubowicza,Five Media,5593,11
108706423923643,Make Ocean Free,Make Ocean Free,5592,55
112512953426033,Iskra Pamięci,These ads ran without a disclaimer,5589,2
288949918697908,Łódzkie.pl,Województwo Łódzkie,5569,9
